id_cliente,nombre,email,ciudad,zona,segmento,fecha_registro
C04493,  Clara Flores  ,caridadcastellanos@example.com,Nueva Etiopía,Este,Ocasional,2023-11-09
C04494,Raquel Alvarez,vanaya@example.org,San Eric de la Montaña,Sur,Ocasional,2023-05-23
C04495,Irene Esperanza Valle Limón,antoniaberrios@example.org,San Jonás los bajos,Sur,Premium,2025-04-09
C04496,Mauro Hugo Munguía,wporras@example.com,Vieja Myanmar,Centro,Ocasional,2021-08-31
C04497,Ofelia Nayeli Trujillo,ubriones@example.com,Nueva San Vicente y las Granadinas,Centro,Premium,2025-07-04
C04498,  Paulina Paulina Pacheco del Valle  ,cristalvillareal@example.net,San Abelardo los bajos,Este,Ocasional,2025-01-19
C04499,David José Eduardo Villalobos Acevedo,esquibelwendolin@example.net,San María Teresa de la Montaña,Centro,Premium,2025-04-19
C04500,Armando Iván Bañuelos Perea,buenowilfrido@example.net,Nueva Botswana,Sur,Regular,2025-04-03
C04501,Antonio Ayala Ayala,ctoledo@example.org,Nueva Qatar,Centro,Ocasional,2024-11-02
C04502,  Victoria Casillas Apodaca  ,abigail86@example.net,Nueva Seychelles,Sur,Ocasional,2022-08-20
C04503,Claudio Gonzalo Mojica Ramos,galindolinda@example.net,San Francisco los altos,Este,Premium,2023-03-01
C04504,Federico Fernández,ana27@example.org,San Fabiola los bajos,Oeste,Premium,2023-12-10
C04505,Jorge Matías Bahena,hestrada@example.net,Vieja Federación de Rusia,Este,Regular,2023-08-08
C04506,Georgina Hilda Camarillo Galarza,nvazquez@example.com,Nueva Nauru,Norte,Premium,2024-02-24
C04507,Ing. Catalina Terrazas,bsalazar@example.org,Nueva Eslovaquia,Oeste,Premium,2024-08-28
C04508,Nayeli Tijerina,lorena38@example.com,San Carlos los altos,Sur,Ocasional,2022-06-27
C04509,Beatriz Soledad Orta,fvelazquez@example.org,San Óscar los altos,Norte,Premium,2023-11-12
C04510,Sara Sosa,ocampoisabel@example.org,Nueva Bahamas,Este,Premium,2024-10-10
C04511,Cristal Lucía Rael Meza,saucedoconcepcion@example.com,San Martha de la Montaña,Norte,Ocasional,2025-07-11
C04512,Oswaldo Esteban Apodaca Terrazas,solizhumberto@example.com,San Jaime de la Montaña,Este,ocasional,2021-09-13
C04513,Ing. Aldo Rincón,mateo13@example.org,Nueva Kuwait,Oeste,Regular,2022-12-03
C04514,Eduardo Manuel Ulibarri,silvia32@example.com,San Reynaldo de la Montaña,Centro,Ocasional,2022-01-31
C04515,Armando Pineda,victor38@example.org,Vieja Kenya,Centro,Ocasional,2021-08-21
C04516,Ing. Estela Mejía,socorroduran@example.net,San Benito los bajos,Este,Ocasional,2023-03-19
C04517,Ruby Daniela Santillán Villaseñor,alcarazamanda@example.org,Vieja Perú,Norte,Regular,2024-02-28
C04518,  Esparta Varela  ,xaguilera@example.net,San Vanesa de la Montaña,Este,Regular,2021-10-27
C04519,María Elena Rebeca Lerma,ricardo97@example.net,San César los bajos,Este,Ocasional,2022-10-23
C04520,Lic. Gabino Maya,ivan22@example.org,Nueva Venezuela,Este,Ocasional,2022-08-29
C04521,Jonás Canales,clarabarrientos@example.net,San Emiliano los altos,Este,Regular,2025-04-25
C04522,Srita. Indira Rincón,blancamunguia@example.net,San Guadalupe los bajos,Norte,Regular,2022-08-13
C04523,Elias Jacobo Adame,olga07@example.org,San Verónica los altos,Este,Ocacional,2025-05-19
C04524,  Ing. Zacarías Almonte  ,miriam72@example.com,Vieja Iraq,Centro,Ocasional,2024-10-02
C04525,Alicia Antonia Cisneros Aguilera,,Nueva Islas Marshall,Centro,Premium,2022-02-09
C04526,Norma Garica Maestas,fberrios@example.org,San Ofelia los bajos,Sur,Ocasional,2022-04-20
C04527,Ing. Alma Méndez,benjaminhernandez@example.net,San Ángela de la Montaña,Centro,Ocacional,2024-11-04
C04528,Martín Magaña Serna,mercedesde-la-torre@example.net,San María Luisa los bajos,Centro,Premium,2022-04-25
C04529,Rosalia Daniela Gonzales Samaniego,galarzaivonne@example.net,Nueva Finlandia,Centro,Ocacional,2023-07-01
C04530,Sra. Alma Rubio,marianaguardado@example.net,San Zacarías de la Montaña,Este,Regular,2024-06-30
C04531,Isaac Luis Manuel Olivera Quiroz,ecordova@example.com,Nueva Guinea,Sur,Ocasional,2023-02-09
C04532,Yuridia Ana María Villa,bonillaomar@example.com,San Uriel los bajos,Sur,Ocasional,2021-11-14
C04533,  Serafín Puente Montemayor  ,hlomeli@example.org,Nueva Kirguistán,Sur,Regular,2023-04-19
C04534,Eugenio Raya,ocastillo@example.com,Nueva El Salvador,Oeste,Premium,2022-05-05
C04535,Miguel Teodoro Chávez Cano,nancycamacho@example.net,San Adela de la Montaña,Oeste,Ocasional,2023-06-15
C04536,Emilia Barraza,guillermo68@example.net,Vieja Emiratos Árabes Unidos,Oeste,Regular,2022-07-26
C04537,Amelia Marcela Menéndez,xlimon@example.com,San Rebeca de la Montaña,Oeste,Premium,2024-08-22
C04538,  Gerónimo Barraza Ureña  ,gmurillo@example.com,Nueva Serbia,Sur,Premium,2025-07-04
C04539,Dra. Fabiola Calvillo,dalia42@example.org,San José los altos,Norte,premiun,2021-09-25
C04540,  Sra. Estela Burgos  ,maderahernan@example.net,San Esther los altos,Este,Ocasional,2023-08-17
C04541,Carolina Casares Valdez,sofia98@example.com,San Sergio de la Montaña,Centro,Premium,2022-05-11
C04542,Leonardo Hugo Macías,lgarrido@example.org,Nueva Tailandia,Norte,Ocasional,2022-06-13
C04543,Karina Mercedes Vargas,dbermudez@example.net,San Diego de la Montaña,Sur,REGULAR,2022-12-15
C04544,José Emilio Manuel Colón,felixjaime@example.org,Vieja Albania,Norte,Ocacional,2023-02-19
C04545,Benito Esparza,ignacio02@example.com,Vieja Uruguay,Sur,Premium,2023-07-01
C04546,Dr. Clemente Duarte,herreraeloy@example.net,San Pablo los bajos,Norte,Ocasional,2022-10-25
C04547,Emilio Cervántez,anabelgracia@example.com,Vieja República de Corea,Oeste,Ocasional,2022-07-26
C04548,  Marco Antonio Víctor Noriega Tello  ,estela87@example.com,Nueva Congo,Oeste,Regular,2023-02-24
C04549,  Ernesto Griego Ibarra  ,karlabecerra@example.com,San Carlota de la Montaña,Norte,Premium,2021-08-29
C04550,Ing. Iván Arguello,dominguezruby@example.net,San Enrique de la Montaña,Centro,Premium,2024-11-27
C04551,Dr. Sergio Cavazos,lucia14@example.com,San Rufino de la Montaña,Norte,Premium,2024-10-07
C04552,Sara Montenegro Barragán,bbermudez@example.com,San Mateo de la Montaña,Oeste,ocasional,2024-03-04
C04553,  Rolando Lorenzo Aguayo  ,carrascopedro@example.net,San Esther de la Montaña,Centro,Regular,2022-12-12
C04554,Gabino Villagómez Ojeda,urielburgos@example.net,San Reina los bajos,Este,Premiun,2022-05-04
C04555,Clemente Eloy Cortez Ayala,lucia98@example.org,Nueva Zimbabwe,Sur,Premium,2023-01-20
C04556,Abigail Parra Longoria,rzavala@example.net,San Mariano los altos,Centro,Premium,2023-10-01
C04557,Arturo Regalado Guzmán,rafael45@example.org,San Eugenio de la Montaña,Sur,Premium,2024-01-16
C04558,Eloisa Olmos Durán,,Nueva Tayikistán,Este,Premium,2023-11-04
C04559,Dolores Esperanza Contreras Hinojosa,jeronimoyanez@example.org,Nueva Turkmenistán,Centro,Ocasional,2023-11-05
C04560,Lic. Rafaél Lira,dulce-maria36@example.net,San Dulce María de la Montaña,Sur,Premium,2022-09-22
C04561,Dra. Rocío Mateo,ygil@example.org,Nueva República Checa,Sur,Ocasional,2021-09-28
C04562,Martha Cisneros,pulidoramon@example.com,Vieja Andorra,Este,Regular,2022-01-08
C04563,Dr. Ricardo Reséndez,asuncion49@example.net,Nueva Seychelles,Centro,Ocasional,2022-06-03
C04564,Helena Ballesteros,carlos77@example.org,Vieja Suecia,Sur,Premium,2024-01-29
C04565,Raquel Virginia Caballero Mares,octavio07@example.com,Nueva Madagascar,Oeste,ocasional,2023-11-22
C04566,Lic. Óliver Zamudio,reynaldopizarro@example.com,Nueva Maldivas,Norte,Regular,2021-11-16
C04567,José Luis Ayala Badillo,juliode-la-torre@example.com,Vieja Libia,Sur,Ocasional,2023-05-20
C04568,Jorge Luis Homero Orozco Cazares,marcela33@example.org,San Felix los bajos,Norte,Ocasional,2024-04-30
C04569,Florencia Raquel Marrero,teodoro58@example.org,Vieja Samoa,Oeste,Premium,2023-08-24
C04570,Sr. Miguel Jiménez,sandovalmagdalena@example.net,San Alfonso de la Montaña,Norte,Premium,2025-05-15
C04571,Mónica Amelia Santana Rosales,ksaenz@example.org,San Sergio los altos,Oeste,Ocasional,2024-11-08
C04572,Frida Paola Ornelas Maestas,tesparza@example.com,Nueva Sudán,Sur,Regular,2023-10-03
C04573,Benito Zacarías Montez Sepúlveda,vargasbeatriz@example.com,Vieja Perú,Centro,Ocasional,2022-11-18
C04574,Alma Adriana Báez de León,leoncristian@example.com,Vieja Portugal,Oeste,Premium,2021-07-20
C04575,Dr. Ignacio Valencia,brisenosonia@example.org,Vieja Islandia,Este,Ocasional,2025-01-27
C04576,Rodrigo Gaytán Gaytán,lourdes18@example.com,Nueva México,Este,Premium,2024-11-26
C04577,Paulina Leticia Páez Saldaña,grobles@example.com,San Paola los bajos,Sur,Regular,2024-07-17
C04578,Rodolfo Óliver Velázquez,jimenezricardo@example.org,Nueva Afganistán,Sur,Premium,2023-06-02
C04579,Dra. Angélica Rodrígez,felix76@example.net,Nueva Andorra,Norte,Regular,2023-05-04
C04580,Amalia Lugo,liliaurias@example.com,San Bianca de la Montaña,Sur,Premium,2023-09-11
C04581,Adalberto Tejada Rosales,yenisepulveda@example.net,Vieja Qatar,Oeste,ocasional,2024-11-02
C04582,Aurelio Mario Adame Mayorga,xvaldez@example.org,San Enrique los bajos,Norte,Ocasional,2025-03-17
C04583,Raúl Felix Fonseca,ignacio11@example.com,Vieja Bahrein,Norte,Ocasional,2025-01-10
C04584,Alfredo Salvador Piña Juárez,hmiranda@example.org,Nueva Islandia,Norte,Regular,2023-05-02
C04585,Gregorio Colón Zapata,,San Beatriz de la Montaña,Centro,Regular,2025-03-03
C04586,Omar René Blanco,vespinal@example.net,Nueva Rwanda,Sur,Regular,2024-05-28
C04587,Andrea Marisol Irizarry,zayasgerman@example.net,San Sandra de la Montaña,Oeste,Ocasional,2022-07-16
C04588,Abraham Almaraz,delia29@example.org,Vieja Nueva Zelandia,Norte,Premium,2024-06-28
C04589,Elisa Soto,aguayodario@example.org,Vieja Polonia,Este,ocasional,2024-10-29
C04590,Paulina Pérez Cabrera,antonia77@example.com,San Ramiro de la Montaña,Oeste,Premium,2022-07-15
C04591,Ing. Socorro Contreras,jlimon@example.com,San René de la Montaña,Centro,Ocasional,2022-05-13
C04592,José Eduardo Valladares Cazares,ncandelaria@example.org,Vieja Ucrania,Sur,Premium,2024-02-09
C04593,Trinidad Coronado Rosario,abreuemilio@example.net,Vieja Senegal,Sur,Ocasional,2021-11-09
C04594,Fidel Lovato,nancy64@example.org,Nueva Colombia,Oeste,Premium,2024-07-09
C04595,Lic. Bernabé Luna,ourrutia@example.com,San Víctor los bajos,Sur,Ocasional,2021-12-20
C04596,Socorro Ilse Saiz Romero,roblesmonica@example.org,San Eugenio los altos,Sur,Premium,2023-03-21
C04597,Srita. Araceli Rodríquez,quinonesangela@example.net,San Laura los altos,Norte,Regular,2022-09-24
C04598,María Teresa Nazario Jáquez,cmarroquin@example.org,San Elvia los bajos,Centro,Ocasional,2021-12-21
C04599,Octavio Santacruz,azapata@example.org,San María Cristina de la Montaña,Sur,ocasional,2022-12-08
C04600,Margarita Barbara Rosario Verduzco,montemayorelisa@example.org,San Violeta los bajos,Centro,Regular,2022-11-22
C04601,Homero Felix Valdivia Zamudio,uviera@example.org,Nueva Tayikistán,Oeste,premiun,2022-05-27
C04602,  Dr. Eugenio Tamayo  ,ariadnavillasenor@example.com,San Carlota los bajos,Norte,Premium,2023-03-12
C04603,Aida Mota Sisneros,torresalejandro@example.net,Nueva Lituania,Oeste,Regular,2023-07-24
C04604,Eloy Esquivel,bianca37@example.com,Vieja Etiopía,Oeste,Ocasional,2025-03-06
C04605,Noemí Preciado,yanezirene@example.net,Nueva Senegal,Norte,Regular,2025-05-27
C04606,Sra. Esperanza Quezada,bmontano@example.org,Vieja Palau,Este,Regular,2025-07-07
C04607,Victoria Enríquez Nazario,overdugo@example.net,Vieja España,Sur,Regular,2023-05-13
C04608,Pamela Esperanza Solorzano Cortez,tmenchaca@example.com,Vieja San Marino,Sur,premiun,2023-09-23
C04609,Humberto Rosado Herrera,deliacastellanos@example.org,Nueva Nauru,Norte,Regular,2022-12-16
C04610,  Dr. Jacinto Vargas  ,mercedesmelgar@example.com,Vieja Niger,Este,Regular,2023-01-12
C04611,Gloria Julia Peña,asisneros@example.org,Vieja Grecia,Sur,premiun,2024-08-04
C04612,Helena Navarro Raya,marisol64@example.org,Nueva Comoras,Sur,Premium,2024-08-10
C04613,Dra. Caridad Cardona,qirizarry@example.org,Vieja Paraguay,Sur,Regular,2023-02-07
C04614,Lic. Florencia Ávila,fuentessessa@example.com,Nueva Etiopía,Oeste,Regular,2024-02-27
C04615,Susana Guevara,,Nueva Pakistán,Centro,Premium,2024-12-05
C04616,Jesús Héctor Aguayo de la O,felicianoabril@example.com,Vieja Australia,Oeste,Regular,2024-05-13
C04617,  Espartaco Valles Rocha  ,miguelbaez@example.org,Vieja Mónaco,Centro,Regular,2023-01-13
C04618,Lic. Marcos Vélez,eduardoolivo@example.com,Nueva Kazajstán,Este,Ocasional,2025-01-05
C04619,Arturo Julio César Jurado Salazar,jmontes@example.net,Vieja Eslovenia,Sur,Ocasional,2024-01-15
C04620,Octavio Meléndez,abigail71@example.com,Nueva El Salvador,Este,Ocasional,2023-10-25
C04621,Bernardo Gaona,soriaeloy@example.org,San Paola de la Montaña,Sur,Regular,2021-09-28
C04622,Lorena Pichardo,sara04@example.net,Vieja Montenegro,Norte,Ocasional,2024-12-18
C04623,Lic. Adán Ramón,larauriel@example.org,San Bernabé los bajos,Sur,Ocasional,2024-01-09
C04624,Dra. Débora Ruiz,lilianabarrera@example.com,San Vicente los bajos,Sur,Premium,2025-02-17
C04625,Pilar Quesada Verduzco,jeronimoguzman@example.org,Vieja Islas Salomón,Oeste,Premium,2024-05-31
C04626,Óliver Felipe Espinal Polanco,blancobernabe@example.net,San Ariadna de la Montaña,Norte,Premium,2025-07-11
C04627,Lic. Olivia Cortés,maximiliano83@example.com,San Elisa los altos,Norte,Regular,2025-03-29
C04628,Lorenzo Benjamín Sauceda Carrillo,caridadjaquez@example.org,Vieja Papua Nueva Guinea,Este,Ocasional,2024-10-23
C04629,Lucía Soria Puente,peralespamela@example.net,Nueva Tailandia,Sur,Premium,2023-03-20
C04630,Alma Silvia Ordóñez Pichardo,genaroorozco@example.org,San Irene de la Montaña,Norte,Premium,2024-04-09
C04631,Aurora Valles Meléndez,cristobalalva@example.net,San Anabel los altos,Centro,REGULAR,2022-03-05
C04632,  Emilio Óscar Velázquez Carrasco  ,angelicaleal@example.com,San Alicia los altos,Este,Premium,2025-07-14
C04633,  Sergio Madrigal Bustamante  ,rcuriel@example.com,San Débora de la Montaña,Oeste,Ocasional,2022-01-11
C04634,Felix Fernando Romo,graciela80@example.net,San Claudio de la Montaña,Este,Ocasional,2023-01-15
C04635,Sergio Renato Cervantes Chacón,vacaoliver@example.net,Vieja El Salvador,Este,Regular,2023-01-22
C04636,Roberto Andrés Valentín Sarabia,abetancourt@example.org,San Jesús los altos,Oeste,Premium,2023-10-26
C04637,José Eduardo Reynoso,gerardo02@example.net,Vieja Malta,Oeste,Premium,2024-09-27
C04638,Luis Aguirre Corral,omarpatino@example.net,Vieja Guinea,Este,Regular,2024-07-14
C04639,Rubén Ponce,gregoriosamaniego@example.com,San Adán los bajos,Oeste,Ocasional,2021-11-28
C04640,Carlos Raúl Vargas Medrano,mmondragon@example.net,San Cynthia los bajos,Este,Premium,2023-09-05
C04641,Marisol Natividad Jáquez,maria23@example.net,San Esmeralda los bajos,Oeste,Regular,2023-02-02
C04642,Dr. Oswaldo Pineda,obarragan@example.net,San Sergio los bajos,Centro,Ocasional,2025-03-13
C04643,  Daniela Padrón Nazario  ,vflores@example.org,San César de la Montaña,Oeste,Regular,2024-01-07
C04644,Dr. Jorge Luis Paz,natividad11@example.com,Vieja República de Corea,Oeste,Ocasional,2023-02-15
C04645,Rolando Adalberto Franco Fonseca,,Nueva Santa Lucía,Este,Ocasional,2023-05-11
C04646,Alberto Romero Ledesma,ymontez@example.com,San Miguel los altos,Centro,Ocasional,2025-02-20
C04647,  Ing. Marisol Valencia  ,halfaro@example.net,San Ivonne los altos,Oeste,Premium,2025-05-24
C04648,Marisol María Luisa Garibay,alta-gracia17@example.org,San Teresa los altos,Este,premiun,2022-01-22
C04649,Sonia Linda Heredia,ines51@example.org,San Miriam los bajos,Sur,Premiun,2024-01-24
C04650,Sr. Timoteo Reyes,yanezhector@example.org,Vieja Bahrein,Oeste,Regular,2022-11-04
C04651,Abraham Wilfrido Barela Ballesteros,leticiatrujillo@example.net,San Julio César de la Montaña,Este,Premium,2022-06-28
C04652,  Lic. Rodrigo Prado  ,renevelasco@example.net,San Hugo de la Montaña,Sur,Regular,2021-09-26
C04653,Julio Olivas,preciadohilda@example.net,Vieja Swazilandia,Norte,Premium,2023-11-05
C04654,Lic. Maximiliano Padrón,oalmonte@example.org,Vieja Santo Tomé y Príncipe,Sur,Regular,2023-11-21
C04655,Lorenzo Javier Mata Torres,amelia94@example.net,San Genaro los altos,Norte,Ocasional,2024-10-05
C04656,Lic. Felix Camarillo,,Vieja Hungría,Oeste,Ocasional,2023-08-02
C04657,Felipe Carlos Rentería Páez,dulce-mariamaldonado@example.com,Vieja Pakistán,Centro,Ocasional,2022-05-12
C04658,Rafaél Mena,mrosas@example.com,Nueva Samoa,Centro,Ocasional,2022-08-11
C04659,Fernando Abraham Escamilla Granado,saucedarebeca@example.com,San Augusto los bajos,Norte,Regular,2025-02-06
C04660,Luis Rangel,pgallegos@example.net,San Rubén los bajos,Oeste,premiun,2021-09-19
C04661,Angélica María José Pérez,obeltran@example.net,San Carolina los bajos,Este,Ocasional,2021-12-27
C04662,  Lic. Fabiola Melgar  ,wilfridofuentes@example.com,San Mauro los altos,Este,Premium,2025-02-22
C04663,Miguel Mena,antonio49@example.com,Nueva República Democrática del Congo,Este,Regular,2022-04-30
C04664,  Gabino Galván  ,angelica16@example.org,Vieja Túnez,Centro,Premium,2021-07-27
C04665,Ing. Silvia Carranza,claudia02@example.org,San Sergio los bajos,Centro,Premium,2021-07-22
C04666,  Cristobal Rangel Chávez  ,antonia98@example.org,Vieja Luxemburgo,Norte,Regular,2025-06-15
C04667,Cristal Quintero,msepulveda@example.net,San Jaime los bajos,Centro,Ocasional,2025-03-02
C04668,Sra. María del Carmen Villa,elizondojose-emilio@example.org,Vieja Kiribati,Este,Ocacional,2024-09-13
C04669,Alberto Patiño,carlota77@example.net,Nueva Papua Nueva Guinea,Sur,Regular,2022-10-14
C04670,Sonia Andrea Ulloa,carrionmaria-eugenia@example.net,Vieja Mauricio,Norte,Premium,2021-12-02
C04671,Israel Emiliano Reyes,jcavazos@example.org,San Estela de la Montaña,Sur,Premium,2023-05-12
C04672,Violeta Miriam Marrero Sarabia,teresatapia@example.net,Nueva Bosnia y Herzegovina,Este,Regular,2023-04-08
C04673,Sr. Eduardo Villaseñor,natalia80@example.org,Nueva Malawi,Sur,Ocasional,2022-01-01
C04674,Estela de Jesús,amadorvanegas@example.net,San Ofelia los altos,Este,Regular,2023-01-19
C04675,Héctor Ocampo,pichardomaria-luisa@example.org,San Estefanía los bajos,Oeste,REGULAR,2024-08-23
C04676,Lic. Gabriel Tejada,alejandromiguel-angel@example.com,Vieja Trinidad y Tabago,Sur,Ocasional,2023-09-01
C04677,Alejandra Rodríquez Barraza,bertamadrid@example.org,San Abel los altos,Centro,Premium,2024-07-09
C04678,  David Serrato Cano  ,aviera@example.org,San Rodolfo los altos,Este,Premium,2021-10-08
C04679,Sra. Mitzy Colón,israelbravo@example.org,San Sergio los altos,Sur,Premium,2022-10-15
C04680,Rufino Gregorio Montalvo Carbajal,glaboy@example.com,San Aida los altos,Sur,Ocasional,2022-12-21
C04681,Camila Ramírez,esmeraldasalazar@example.org,Nueva Tonga,Norte,Regular,2025-02-27
C04682,  Oswaldo Chavarría Riojas  ,dolores44@example.net,San Aurelio de la Montaña,Sur,premiun,2021-07-23
C04683,Abraham Tapia,nadiaarmendariz@example.org,San Fabiola los altos,Este,Ocasional,2024-06-13
C04684,Rocío Sandra Pizarro,,Nueva Israel,Centro,Regular,2023-01-31
C04685,Lic. Fidel Saldivar,pablo67@example.com,Vieja República Popular Democrática de Corea,Este,Regular,2025-05-03
C04686,Srita. Mitzy Solís,daviles@example.com,Nueva Uganda,Este,Ocasional,2022-02-05
C04687,Santiago Óscar Cazares Bustos,socorromontero@example.org,Nueva Indonesia,Este,Premium,2024-01-18
C04688,  Francisco Flores  ,clara22@example.org,San Camila los bajos,Este,Regular,2024-11-02
C04689,Srita. Inés Rosario,jose-manuelsamaniego@example.net,San Luisa los altos,Centro,Regular,2022-01-16
C04690,Joaquín Arteaga,bonillasergio@example.com,San María José de la Montaña,Sur,Regular,2025-01-31
C04691,Alejandra Nayeli Villa,laurasaldivar@example.org,San Juan Carlos los altos,Este,Regular,2023-10-15
C04692,Patricia Rosa Medrano,yleyva@example.com,San Amanda los altos,Sur,premiun,2023-02-23
C04693,Serafín Juan Carlos Segura Camacho,blucio@example.org,San Wendolin los altos,Este,Premium,2023-02-09
C04694,Bruno Navarro,bsanabria@example.net,San María Luisa de la Montaña,Norte,REGULAR,2025-05-20
C04695,  Aurelio Aparicio  ,hzambrano@example.com,San Eloy los bajos,Sur,Regular,2023-08-31
C04696,Ing. Ricardo Saldivar,jvillasenor@example.net,San Pilar los altos,Sur,Regular,2022-03-26
C04697,Marisol Claudia Hernández Delgadillo,tomas25@example.com,San Wendolin los bajos,Norte,Premium,2023-01-03
C04698,Humberto Alonso,aguayolilia@example.com,San Paulina los altos,Centro,Regular,2023-07-24
C04699,Zoé Castillo Nájera,serafinarevalo@example.net,San Luis Miguel los bajos,Centro,Premium,2022-11-13
C04700,Sr. Francisco Javier Vázquez,elisa65@example.com,San Elisa los altos,Norte,Premium,2023-07-23
C04701,Samuel Alejandro Vela Orellana,cortesnoelia@example.net,San Marco Antonio los altos,Centro,Premium,2023-03-03
C04702,  Dr. Luis Manuel Curiel  ,gregoriosandoval@example.com,Nueva Sudán,Este,Premium,2021-12-03
C04703,Jaqueline Méndez Avilés,germanurias@example.org,Vieja Argentina,Este,Regular,2022-07-08
C04704,Maximiliano Villalpando Carrera,,San Hugo de la Montaña,Este,Ocasional,2024-02-24
C04705,Dr. Hernán Aparicio,,Vieja Mali,Norte,Ocasional,2025-01-05
C04706,Dra. Anabel Venegas,vanesa14@example.net,Vieja Benin,Oeste,Regular,2024-09-20
C04707,  Florencia Granados Corrales  ,miriampolanco@example.org,San Nayeli los bajos,Centro,Premium,2022-03-11
C04708,Srita. Yolanda Montoya,miriam89@example.org,Nueva Nauru,Centro,Regular,2023-01-17
C04709,Raúl Lebrón,indiravargas@example.net,Vieja Benin,Oeste,Regular,2024-03-18
C04710,Conchita Vanesa Serna Tijerina,asuncionsantillan@example.com,San Natividad los altos,Oeste,Regular,2021-11-23
C04711,  Margarita Ángela Cisneros Quiñónez  ,jheredia@example.org,San Alicia los altos,Este,Regular,2023-11-10
C04712,Emilia Karla Rosales,,San Andrea los altos,Norte,Premium,2025-03-28
C04713,Tania Yuridia Alfaro,cortesmiguel-angel@example.com,San Cristal los bajos,Este,Ocasional,2023-09-13
C04714,Ricardo Gutiérrez,pgamez@example.net,Vieja Eritrea,Norte,Premium,2023-12-08
C04715,Camila Solorio Alvarado,federicomanzanares@example.org,Vieja Myanmar,Centro,Regular,2022-05-16
C04716,Tania Rubio,alfaroivonne@example.net,San Leonel de la Montaña,Centro,Ocasional,2023-04-22
C04717,Jorge Luis Adalberto Lovato Gaytán,alvaroestrada@example.com,Nueva Malasia,Sur,Premium,2024-11-19
C04718,Francisco Javier Eduardo Vargas Solano,joaquin06@example.net,San Sonia los altos,Centro,Regular,2022-01-08
C04719,Ing. Karina Heredia,menendezantonia@example.net,San Salma de la Montaña,Oeste,Ocasional,2022-06-26
C04720,Sr. Eduardo Juárez,aurorabarrientos@example.com,Nueva República Centroafricana,Sur,Ocasional,2023-05-14
C04721,  Rosa Salma Padrón Calderón  ,wendolin45@example.com,San Benjamín de la Montaña,Norte,Premium,2022-03-18
C04722,Gerónimo Zapata Briones,carmen52@example.net,Vieja Yemen,Norte,Ocasional,2021-09-26
C04723,Hermelinda Olivárez,muroteresa@example.com,Vieja Estados Unidos de América,Sur,Premium,2022-08-23
C04724,  Alberto Gamez  ,ana-mariagutierrez@example.net,San Jorge los altos,Oeste,Premium,2023-04-16
C04725,Cecilia Alma Medina,graciela33@example.com,Vieja República Popular Democrática de Corea,Centro,Premium,2023-03-15
C04726,Ing. Adalberto Madera,gracielapadron@example.net,San Victoria los altos,Norte,Regular,2024-03-25
C04727,Julio César Quiroz,garenas@example.net,Vieja Seychelles,Norte,Ocasional,2024-09-28
C04728,Gerónimo Alonso Valles Jaramillo,nancyescobedo@example.org,San María Eugenia de la Montaña,Oeste,Premium,2023-11-02
C04729,  Itzel Ornelas  ,maria-cristinacastellanos@example.net,Vieja Saint Kitts y Nevis,Sur,Regular,2025-04-23
C04730,Daniela Bustamante del Río,luis46@example.com,San Juan los bajos,Oeste,Premium,2022-01-04
C04731,  Adela Serrato  ,estela57@example.org,Nueva Nicaragua,Centro,Premium,2023-06-21
C04732,Indira Cruz,rodolfoleon@example.com,Nueva Sri Lanka,Norte,Ocasional,2024-05-15
C04733,Lic. Susana Fuentes,tvallejo@example.com,San Emilio de la Montaña,Este,Regular,2022-06-24
C04734,Andrea Cavazos Pabón,uulloa@example.com,Nueva Malawi,Este,Regular,2022-12-11
C04735,Rosario Pamela Baca,liliahuerta@example.org,Vieja Sierra Leona,Centro,Regular,2024-10-25
C04736,Jorge Menéndez Soliz,rufinoyanez@example.com,San José Emilio los bajos,Oeste,Premium,2023-11-03
C04737,  Srita. Natividad Castellanos  ,octavio78@example.org,San Pedro los altos,Este,Premium,2021-07-22
C04738,Magdalena Lourdes Leyva Crespo,cruzconchita@example.com,Nueva Nicaragua,Centro,Ocasional,2024-06-05
C04739,Patricia Tamez Miranda,rubyaranda@example.com,Nueva República Dominicana,Oeste,Premium,2025-07-04
C04740,Elvira Córdova Carreón,guevarajuan-carlos@example.net,Vieja Hungría,Centro,Ocasional,2022-01-09
C04741,Iván Sergio Ojeda,olivareshelena@example.net,San Zoé los altos,Centro,Premium,2023-05-16
C04742,Mauro Pineda,cotero@example.com,Vieja Burkina Faso,Centro,Premium,2022-09-30
C04743,  Marcela Ofelia Tafoya Girón  ,noemicordero@example.com,San Bianca los altos,Norte,Regular,2025-06-27
C04744,Débora Rosario Guzmán,cecheverria@example.net,San Ana de la Montaña,Oeste,Ocacional,2024-10-29
C04745,Ing. Abraham Mora,madrigalcarlota@example.org,San José Emilio los altos,Oeste,Regular,2024-02-05
C04746,Benjamín Sosa Alba,jorge-luistafoya@example.net,San Gabriel los bajos,Norte,Premium,2022-11-12
C04747,Eugenio Partida,marisoltafoya@example.net,San Socorro los altos,Este,Premiun,2022-11-17
C04748,Lic. Diana Trujillo,brunosaiz@example.net,San Hermelinda los bajos,Este,Premium,2024-02-13
C04749,Jesús Orosco Alfaro,jose48@example.net,Vieja Costa Rica,Este,Regular,2025-05-12
C04750,Miriam Verónica Lemus Baeza,estherguardado@example.net,San Cornelio de la Montaña,Oeste,Regular,2024-01-18
